Row Labels,Count of effective_date_registration
20210101,489
20210102,478
20210103,407
20210104,386
20210105,73
20210106,382
20210107,522
20210108,437
20210109,514
20210110,385
20210111,320
20210112,83
20210113,404
20210114,495
20210115,287
20210116,601
20210117,407
20210118,319
20210119,93
20210120,402
20210121,447
20210122,173
20210123,122
20210124,63
20210125,69
20210126,82
20210127,411
20210128,497
20210129,489
20210130,297
20210131,165
20210201,100
20210202,132
20210203,367
20210204,611
20210205,622
20210206,534
20210207,480
20210208,216
20210209,107
20210210,410
20210211,568
20210212,542
20210213,564
20210214,541
20210215,216
20210216,91
20210217,123
20210218,512
20210219,528
20210220,548
20210221,483
20210222,231
20210223,114
20210224,460
20210225,550
20210226,538
20210227,552
20210228,517
20210301,171
20210302,192
20210303,608
20210304,587
20210305,497
20210306,518
20210307,500
20210308,116
20210309,105
20210310,573
20210311,525
20210312,499
20210313,441
20210314,417
20210315,109
20210316,65
20210317,56
20210318,64
20210319,96
20210320,117
20210321,148
20210322,106
20210323,87
20210324,509
20210325,499
20210326,508
20210327,504
20210328,345
20210329,102
20210330,114
20210331,631
20210401,561
20210402,560
20210403,548
20210404,542
20210405,126
20210406,121
20210407,677
20210408,598
20210409,577
20210410,596
20210411,543
20210412,127
20210413,100
20210414,643
20210415,585
20210416,596
20210417,565
20210418,575
20210419,115
20210420,134
20210421,655
20210422,599
20210423,609
20210424,573
20210425,571
20210426,109
20210427,133
20210428,691
20210429,673
20210430,682
20210501,842
20210502,453
20210503,118
20210504,85
20210505,596
20210506,674
20210507,618
20210508,634
20210509,474
20210510,126
20210511,111
20210512,649
20210513,597
20210514,693
20210515,534
20210516,501
20210517,99
20210518,106
20210519,647
20210520,694
20210521,636
20210522,625
20210523,547
20210524,144
20210525,86
20210526,617
20210527,688
20210528,622
20210529,573
20210530,513
20210531,341
20210601,112
20210602,659
20210603,583
20210604,619
20210605,629
20210606,485
20210607,112
20210608,89
20210609,574
20210610,589
20210611,637
20210612,561
20210613,556
20210614,134
20210615,214
20210616,566
20210617,547
20210618,544
20210619,495
20210620,531
20210621,130
20210622,18
20210623,696
20210624,563
20210625,599
20210626,537
20210627,524
20210628,117
20210629,90
20210630,141
20210701,683
20210702,658
20210703,609
20210704,585
20210705,158
20210706,125
20210707,654
20210708,656
20210709,602
20210710,619
20210711,581
20210712,119
20210713,113
20210714,650
20210715,585
20210716,623
20210717,591
20210718,511
20210719,126
20210720,108
20210721,647
20210722,620
20210723,550
20210724,600
20210725,590
20210726,100
20210727,175
20210728,644
20210729,647
20210730,637
20210731,596
20210801,547
20210802,108
20210803,104
20210804,402
20210805,755
20210806,664
20210807,699
20210808,602
20210809,129
20210810,128
20210811,701
20210812,683
20210813,655
20210814,622
20210815,610
20210816,150
20210817,120
20210818,695
20210819,654
20210820,642
20210821,657
20210822,565
20210823,143
20210824,141
20210825,676
20210826,692
20210827,616
20210828,625
20210829,596
20210830,166
20210831,159
20210901,696
20210902,682
20210903,678
20210904,638
20210905,608
20210906,148
20210907,157
20210908,709
20210909,661
20210910,627
20210911,627
20210912,611
20210913,150
20210914,125
20210915,721
20210916,624
20210917,681
20210918,660
20210919,590
20210920,178
20210921,123
20210922,726
20210923,664
20210924,654
20210925,580
20210926,586
20210927,161
20210928,147
20210929,719
20210930,717
20211001,663
20211002,573
20211003,650
20211004,146
20211005,93
20211006,149
20211007,763
20211008,712
20211009,670
20211010,633
20211011,167
20211012,196
20211013,651
20211014,610
20211015,650
20211016,641
20211017,603
20211018,72
20211019,181
20211020,724
20211021,674
20211022,692
20211023,614
20211024,584
20211025,149
20211026,146
20211027,735
20211028,849
20211029,846
20211030,767
20211031,809
20211101,222
20211102,1508
20211103,11
20211104,677
20211105,669
20211106,603
20211107,580
20211108,121
20211109,104
20211110,530
20211111,676
20211112,605
20211113,627
20211114,587
20211115,117
20211116,124
20211117,710
20211118,618
20211119,604
20211120,592
20211121,580
20211122,159
20211123,123
20211124,708
20211125,624
20211126,645
20211127,636
20211128,720
20211129,141
20211130,151
20211201,678
20211202,971
20211203,616
20211204,691
20211205,501
20211206,127
20211207,239
20211208,675
20211209,697
20211210,637
20211211,261
20211212,581
20211213,162
20211214,115
20211215,720
20211216,651
20211217,593
20211218,571
20211219,539
20211220,114
20211221,97
20211222,655
20211223,571
20211224,317
20211225,46
20211226,124
20211227,124
20211228,126
20211229,746
20211230,716
20211231,600
Grand Total,163804
