Row Labels,Count of effective_date_registration
20220101,1549
20220102,1528
20220103,372
20220104,429
20220105,1607
20220106,1617
20220107,1560
20220108,1458
20220109,1371
20220110,380
20220111,393
20220112,1605
20220113,1620
20220114,1433
20220115,1522
20220116,1588
20220117,393
20220118,367
20220119,1898
20220120,1656
20220121,1542
20220122,867
20220123,261
20220124,232
20220125,728
20220126,1413
20220127,1811
20220128,1736
20220129,1744
20220130,860
20220131,424
20220201,556
20220202,2112
20220203,1932
20220204,1727
20220205,1700
20220206,1624
20220207,491
20220208,571
20220209,1871
20220210,1930
20220211,1781
20220212,1853
20220213,1777
20220214,448
20220215,444
20220216,697
20220217,2318
20220218,1980
20220219,2025
20220220,1980
20220221,595
20220222,626
20220223,2445
20220224,2557
20220225,2775
20220226,2878
20220227,2954
20220228,755
20220301,6827
20220302,57
20220303,1658
20220304,1475
20220305,868
20220306,810
20220307,475
20220308,544
20220309,1950
20220310,1751
20220311,1728
20220312,1733
20220313,1786
20220314,476
20220315,437
20220316,1897
20220317,1945
20220318,1889
20220319,1828
20220320,1594
20220321,567
20220322,610
20220323,829
20220324,1981
20220325,1739
20220326,1677
20220327,1954
20220328,557
20220329,548
20220330,2271
20220331,3451
20220401,2222
20220402,1923
20220403,1915
20220404,521
20220405,533
20220406,2173
20220407,1998
20220408,2088
20220409,1812
20220410,1931
20220411,526
20220412,486
20220413,2232
20220414,2080
20220415,2084
20220416,1974
20220417,1982
20220418,491
20220419,605
20220420,2106
20220421,1800
20220422,1950
20220423,1958
20220424,1851
20220425,471
20220426,506
20220427,2131
20220428,2084
20220429,2083
20220430,2147
20220501,2046
20220502,520
20220503,602
20220504,2440
20220505,2462
20220506,2336
20220507,5886
20220508,1586
20220509,417
20220510,536
20220511,1757
20220512,1481
20220513,1602
20220514,1345
20220515,1042
20220516,485
20220517,484
20220518,2030
20220519,2013
20220520,1740
20220521,1602
20220522,1840
20220523,419
20220524,2607
20220525,109
20220526,1748
20220527,1688
20220528,1594
20220529,1677
20220530,531
20220531,497
20220601,1547
20220602,1839
20220603,1743
20220604,1593
20220605,1508
20220606,722
20220607,495
20220608,2009
20220609,1909
20220610,1837
20220611,1785
20220612,1776
20220613,491
20220614,485
20220615,2039
20220616,2058
20220617,1934
20220618,4063
20220619,1783
20220620,471
20220621,512
20220622,1932
20220623,2216
20220624,1862
20220625,2290
20220626,1924
20220627,535
20220628,463
20220629,584
20220630,2511
20220701,2002
20220702,1959
20220703,2008
20220704,578
20220705,545
20220706,2131
20220707,2021
20220708,1921
20220709,2051
20220710,1980
20220711,627
20220712,558
20220713,2067
20220714,2009
20220715,2207
20220716,1984
20220717,2037
20220718,475
20220719,522
20220720,2038
20220721,2259
20220722,2000
20220723,2021
20220724,2294
20220725,868
20220726,704
20220727,2613
20220728,2472
20220729,2371
20220730,2395
20220731,1959
20220801,635
20220802,562
20220803,570
20220804,2288
20220805,2203
20220806,2206
20220807,2019
20220808,615
20220809,593
20220810,2449
20220811,2204
20220812,2351
20220813,2122
20220814,2223
20220815,139
20220816,515
20220817,2299
20220818,2242
20220819,2255
20220820,2137
20220821,2234
20220822,554
20220823,649
20220824,2413
20220825,2335
20220826,2159
20220827,2211
20220828,1891
20220829,622
20220830,641
20220831,2460
20220901,2509
20220902,2365
20220903,2367
20220904,2219
20220905,694
20220906,590
20220907,2406
20220908,2315
20220909,2283
20220910,2277
20220911,2129
20220912,653
20220913,675
20220914,2431
20220915,2487
20220916,2026
20220917,2381
20220918,2450
20220919,849
20220920,830
20220921,2412
20220922,2474
20220923,2414
20220924,2177
20220925,2281
20220926,490
20220927,609
20220928,2202
20220929,2113
20220930,2040
20221001,2043
20221002,1962
20221003,414
20221004,376
20221005,607
20221006,1748
20221007,873
20221008,45
20221009,14
20221010,12
20221011,24
20221012,14
20221013,18
20221014,22
20221015,18
20221016,10
20221017,13
20221018,24
20221019,16
20221020,19
20221021,22
20221022,19
20221023,9
20221024,9
20221025,17
20221026,9
20221027,13
20221028,9
20221029,8
20221030,3
20221031,2
20221101,9
20221102,7
20221103,3
20221105,2
20221106,1
20221108,1
20221214,1
Grand Total,441015
