Row Labels,Count of effective_date_registration
20210101,736
20210102,644
20210103,598
20210104,458
20210105,121
20210106,515
20210107,657
20210108,680
20210109,686
20210110,581
20210111,539
20210112,112
20210113,538
20210114,682
20210115,429
20210116,820
20210117,601
20210118,497
20210119,131
20210120,568
20210121,591
20210122,263
20210123,174
20210124,99
20210125,65
20210126,111
20210127,548
20210128,708
20210129,743
20210130,456
20210131,237
20210201,192
20210202,217
20210203,576
20210204,932
20210205,984
20210206,819
20210207,830
20210208,349
20210209,162
20210210,542
20210211,881
20210212,817
20210213,780
20210214,831
20210215,281
20210216,202
20210217,176
20210218,777
20210219,791
20210220,778
20210221,808
20210222,286
20210223,173
20210224,625
20210225,897
20210226,784
20210227,848
20210228,850
20210301,300
20210302,360
20210303,814
20210304,797
20210305,800
20210306,766
20210307,741
20210308,151
20210309,157
20210310,751
20210311,760
20210312,673
20210313,609
20210314,615
20210315,131
20210316,98
20210317,102
20210318,90
20210319,115
20210320,222
20210321,239
20210322,182
20210323,141
20210324,772
20210325,779
20210326,825
20210327,849
20210328,612
20210329,137
20210330,182
20210331,893
20210401,892
20210402,811
20210403,781
20210404,846
20210405,161
20210406,147
20210407,920
20210408,862
20210409,838
20210410,880
20210411,864
20210412,202
20210413,179
20210414,922
20210415,982
20210416,923
20210417,948
20210418,926
20210419,211
20210420,184
20210421,965
20210422,994
20210423,919
20210424,927
20210425,926
20210426,180
20210427,199
20210428,991
20210429,1019
20210430,1030
20210501,1151
20210502,735
20210503,163
20210504,142
20210505,949
20210506,965
20210507,910
20210508,948
20210509,878
20210510,180
20210511,177
20210512,1002
20210513,987
20210514,982
20210515,875
20210516,828
20210517,173
20210518,156
20210519,949
20210520,943
20210521,900
20210522,879
20210523,843
20210524,173
20210525,163
20210526,936
20210527,990
20210528,827
20210529,857
20210530,848
20210531,426
20210601,142
20210602,886
20210603,887
20210604,818
20210605,900
20210606,801
20210607,130
20210608,116
20210609,873
20210610,852
20210611,847
20210612,876
20210613,801
20210614,192
20210615,325
20210616,780
20210617,870
20210618,839
20210619,807
20210620,784
20210621,173
20210622,6
20210623,934
20210624,908
20210625,852
20210626,772
20210627,825
20210628,179
20210629,170
20210630,205
20210701,1004
20210702,906
20210703,837
20210704,860
20210705,198
20210706,176
20210707,948
20210708,944
20210709,857
20210710,861
20210711,816
20210712,182
20210713,155
20210714,958
20210715,781
20210716,929
20210717,796
20210718,811
20210719,189
20210720,195
20210721,904
20210722,832
20210723,789
20210724,863
20210725,844
20210726,179
20210727,281
20210728,874
20210729,947
20210730,902
20210731,893
20210801,795
20210802,171
20210803,119
20210804,683
20210805,1023
20210806,940
20210807,837
20210808,859
20210809,211
20210810,189
20210811,975
20210812,979
20210813,939
20210814,998
20210815,897
20210816,203
20210817,207
20210818,1035
20210819,932
20210820,899
20210821,916
20210822,917
20210823,195
20210824,198
20210825,976
20210826,949
20210827,852
20210828,915
20210829,949
20210830,207
20210831,214
20210901,1030
20210902,1016
20210903,940
20210904,904
20210905,865
20210906,254
20210907,201
20210908,970
20210909,951
20210910,884
20210911,873
20210912,950
20210913,248
20210914,198
20210915,976
20210916,965
20210917,939
20210918,947
20210919,974
20210920,218
20210921,211
20210922,1009
20210923,942
20210924,905
20210925,807
20210926,809
20210927,220
20210928,189
20210929,955
20210930,961
20211001,984
20211002,886
20211003,917
20211004,218
20211005,159
20211006,195
20211007,942
20211008,928
20211009,923
20211010,963
20211011,215
20211012,217
20211013,904
20211014,803
20211015,898
20211016,902
20211017,888
20211018,65
20211019,220
20211020,1071
20211021,943
20211022,918
20211023,913
20211024,856
20211025,226
20211026,169
20211027,1008
20211028,1172
20211029,1049
20211030,1099
20211031,1118
20211101,357
20211102,1808
20211103,8
20211104,974
20211105,880
20211106,862
20211107,826
20211108,145
20211109,154
20211110,779
20211111,847
20211112,781
20211113,873
20211114,927
20211115,190
20211116,160
20211117,908
20211118,905
20211119,829
20211120,908
20211121,881
20211122,189
20211123,142
20211124,867
20211125,912
20211126,838
20211127,869
20211128,910
20211129,160
20211130,183
20211201,956
20211202,1199
20211203,827
20211204,907
20211205,791
20211206,189
20211207,337
20211208,840
20211209,896
20211210,824
20211211,414
20211212,722
20211213,212
20211214,193
20211215,982
20211216,850
20211217,784
20211218,891
20211219,821
20211220,170
20211221,134
20211222,886
20211223,807
20211224,467
20211225,88
20211226,175
20211227,164
20211228,209
20211229,916
20211230,851
20211231,832
Grand Total,235929
