Row Labels,Count of effective_date_registration
20210101,492
20210102,473
20210103,398
20210104,293
20210105,72
20210106,376
20210107,476
20210108,475
20210109,435
20210110,395
20210111,328
20210112,73
20210113,362
20210114,463
20210115,278
20210116,559
20210117,419
20210118,314
20210119,60
20210120,372
20210121,396
20210122,186
20210123,111
20210124,55
20210125,32
20210126,71
20210127,377
20210128,459
20210129,495
20210130,313
20210131,164
20210201,122
20210202,150
20210203,390
20210204,643
20210205,583
20210206,522
20210207,540
20210208,208
20210209,121
20210210,367
20210211,582
20210212,556
20210213,508
20210214,530
20210215,214
20210216,100
20210217,95
20210218,505
20210219,525
20210220,478
20210221,508
20210222,167
20210223,82
20210224,439
20210225,533
20210226,503
20210227,557
20210228,525
20210301,163
20210302,198
20210303,626
20210304,487
20210305,528
20210306,493
20210307,472
20210308,88
20210309,85
20210310,539
20210311,526
20210312,475
20210313,355
20210314,373
20210315,86
20210316,51
20210317,48
20210318,54
20210319,80
20210320,121
20210321,158
20210322,79
20210323,79
20210324,455
20210325,508
20210326,492
20210327,546
20210328,370
20210329,84
20210330,104
20210331,583
20210401,552
20210402,559
20210403,544
20210404,508
20210405,110
20210406,100
20210407,562
20210408,549
20210409,517
20210410,535
20210411,562
20210412,127
20210413,100
20210414,628
20210415,589
20210416,600
20210417,629
20210418,590
20210419,123
20210420,124
20210421,635
20210422,617
20210423,630
20210424,629
20210425,589
20210426,111
20210427,107
20210428,682
20210429,645
20210430,668
20210501,830
20210502,428
20210503,94
20210504,81
20210505,576
20210506,629
20210507,584
20210508,612
20210509,555
20210510,111
20210511,93
20210512,591
20210513,624
20210514,623
20210515,554
20210516,570
20210517,98
20210518,88
20210519,674
20210520,642
20210521,641
20210522,542
20210523,555
20210524,117
20210525,93
20210526,628
20210527,661
20210528,590
20210529,574
20210530,545
20210531,318
20210601,90
20210602,568
20210603,549
20210604,560
20210605,572
20210606,495
20210607,102
20210608,103
20210609,538
20210610,515
20210611,542
20210612,529
20210613,581
20210614,125
20210615,199
20210616,502
20210617,520
20210618,534
20210619,527
20210620,546
20210621,82
20210622,4
20210623,607
20210624,590
20210625,548
20210626,516
20210627,495
20210628,113
20210629,85
20210630,129
20210701,628
20210702,619
20210703,541
20210704,527
20210705,127
20210706,141
20210707,636
20210708,570
20210709,604
20210710,522
20210711,561
20210712,126
20210713,110
20210714,636
20210715,623
20210716,565
20210717,547
20210718,517
20210719,129
20210720,114
20210721,673
20210722,576
20210723,517
20210724,553
20210725,588
20210726,108
20210727,168
20210728,598
20210729,625
20210730,602
20210731,567
20210801,486
20210802,101
20210803,83
20210804,405
20210805,725
20210806,659
20210807,615
20210808,599
20210809,120
20210810,111
20210811,701
20210812,635
20210813,575
20210814,578
20210815,581
20210816,139
20210817,118
20210818,657
20210819,612
20210820,611
20210821,570
20210822,604
20210823,129
20210824,128
20210825,727
20210826,657
20210827,587
20210828,565
20210829,590
20210830,133
20210831,157
20210901,707
20210902,663
20210903,664
20210904,585
20210905,627
20210906,148
20210907,118
20210908,681
20210909,660
20210910,618
20210911,611
20210912,565
20210913,138
20210914,140
20210915,661
20210916,617
20210917,626
20210918,619
20210919,607
20210920,148
20210921,117
20210922,733
20210923,647
20210924,668
20210925,586
20210926,566
20210927,117
20210928,136
20210929,657
20210930,669
20211001,659
20211002,571
20211003,609
20211004,153
20211005,106
20211006,153
20211007,707
20211008,723
20211009,610
20211010,650
20211011,140
20211012,131
20211013,652
20211014,574
20211015,615
20211016,613
20211017,618
20211018,34
20211019,145
20211020,691
20211021,690
20211022,642
20211023,603
20211024,565
20211025,127
20211026,122
20211027,692
20211028,791
20211029,740
20211030,679
20211031,778
20211101,209
20211102,1242
20211103,2
20211104,631
20211105,594
20211106,565
20211107,570
20211108,99
20211109,82
20211110,475
20211111,631
20211112,535
20211113,575
20211114,602
20211115,103
20211116,106
20211117,674
20211118,649
20211119,545
20211120,588
20211121,556
20211122,126
20211123,87
20211124,649
20211125,614
20211126,569
20211127,569
20211128,678
20211129,125
20211130,107
20211201,627
20211202,837
20211203,588
20211204,604
20211205,540
20211206,93
20211207,181
20211208,567
20211209,553
20211210,578
20211211,267
20211212,523
20211213,122
20211214,100
20211215,650
20211216,614
20211217,609
20211218,570
20211219,574
20211220,123
20211221,99
20211222,586
20211223,539
20211224,300
20211225,61
20211226,110
20211227,112
20211228,101
20211229,671
20211230,627
20211231,572
Grand Total,155952
