Row Labels,Count of effective_date_registration
20190101,15
20190102,1152
20190103,1152
20190104,152
20190105,1204
20190106,1212
20190107,40
20190108,21
20190109,1250
20190110,1137
20190111,1279
20190112,1050
20190113,1157
20190114,46
20190115,22
20190116,1227
20190117,1159
20190118,1109
20190119,1293
20190120,1467
20190121,25
20190122,14
20190123,22
20190124,10
20190125,115
20190126,1651
20190127,1620
20190128,29
20190129,96
20190130,60
20190131,26
20190201,1573
20190202,1683
20190203,1884
20190204,27
20190205,30
20190206,1861
20190207,1332
20190208,1321
20190209,1402
20190210,1358
20190211,47
20190212,124
20190213,1169
20190214,1250
20190215,1336
20190216,1329
20190217,1471
20190218,51
20190219,44
20190220,78
20190221,1444
20190222,1421
20190223,1299
20190224,1314
20190225,41
20190226,30
20190227,1406
20190228,1353
20190301,1350
20190302,1274
20190303,1437
20190304,52
20190305,169
20190306,1306
20190307,1297
20190308,1366
20190309,1377
20190310,1398
20190311,63
20190312,48
20190313,1313
20190314,1367
20190315,1444
20190316,1105
20190317,1528
20190318,45
20190319,28
20190320,204
20190321,1530
20190322,1498
20190323,1383
20190324,1558
20190325,48
20190326,26
20190327,1535
20190328,1131
20190329,1304
20190330,1302
20190331,1577
20190401,56
20190402,38
20190403,1519
20190404,1407
20190405,1318
20190406,1330
20190407,1509
20190408,63
20190409,42
20190410,1891
20190411,1752
20190412,1309
20190413,2028
20190414,1963
20190415,68
20190416,48
20190417,1744
20190418,1834
20190419,1684
20190420,1803
20190421,1955
20190422,83
20190423,61
20190424,1696
20190425,1755
20190426,1744
20190427,1892
20190428,1782
20190429,134
20190430,80
20190501,1821
20190502,1967
20190503,2033
20190504,2846
20190505,1467
20190506,103
20190507,61
20190508,1292
20190509,1400
20190510,1275
20190511,1409
20190512,1429
20190513,85
20190514,61
20190515,1315
20190516,1399
20190517,1467
20190518,1423
20190519,921
20190520,67
20190521,41
20190522,1862
20190523,1369
20190524,1289
20190525,1337
20190526,1474
20190527,110
20190528,31
20190529,1411
20190530,1450
20190531,1215
20190601,1340
20190602,1421
20190603,478
20190604,56
20190605,1263
20190606,1321
20190607,1212
20190608,1423
20190609,981
20190610,49
20190611,34
20190612,1325
20190613,1205
20190614,1543
20190615,1391
20190616,1483
20190617,128
20190618,62
20190619,1570
20190620,1717
20190621,1533
20190622,1499
20190623,1659
20190624,53
20190625,37
20190626,49
20190627,1970
20190628,1735
20190629,1700
20190630,1905
20190701,126
20190702,39
20190703,1811
20190704,1729
20190705,1604
20190706,1676
20190707,1746
20190708,187
20190709,43
20190710,1785
20190711,1744
20190712,1789
20190713,1699
20190714,1764
20190715,98
20190716,33
20190717,1801
20190718,1701
20190719,1947
20190720,1760
20190721,1831
20190722,276
20190723,101
20190724,1782
20190725,1862
20190726,1651
20190727,1737
20190728,1743
20190729,174
20190730,56
20190731,1821
20190801,1799
20190802,1783
20190803,117
20190804,1668
20190805,72
20190806,57
20190807,1805
20190808,1815
20190809,1983
20190810,1731
20190811,1735
20190812,92
20190813,59
20190814,1793
20190815,1708
20190816,1636
20190817,1680
20190818,1902
20190819,110
20190820,45
20190821,1729
20190822,1748
20190823,1937
20190824,1809
20190825,1727
20190826,75
20190827,303
20190828,1678
20190829,1692
20190830,1753
20190831,1708
20190901,1931
20190902,151
20190903,44
20190904,1927
20190905,1940
20190906,1920
20190907,1808
20190908,2038
20190909,268
20190910,54
20190911,2078
20190912,2160
20190913,1956
20190914,1986
20190915,2117
20190916,170
20190917,92
20190918,2114
20190919,2024
20190920,2254
20190921,1947
20190922,2283
20190923,452
20190924,172
20190925,2027
20190926,2056
20190927,1806
20190928,1733
20190929,2083
20190930,116
20191001,253
20191002,74
20191003,2335
20191004,2125
20191005,1844
20191006,1925
20191007,106
20191008,71
20191009,1922
20191010,1923
20191011,1907
20191012,1802
20191013,2037
20191014,192
20191015,148
20191016,2132
20191017,2401
20191018,2339
20191019,2007
20191020,2160
20191021,417
20191022,212
20191023,2455
20191024,5509
20191025,3387
20191026,2574
20191027,2841
20191028,428
20191029,269
20191030,2837
20191031,2849
20191101,2855
20191102,3219
20191103,3636
20191104,518
20191105,7166
20191106,112
20191107,1694
20191108,1654
20191109,1579
20191110,1748
20191111,236
20191112,165
20191113,1488
20191114,1661
20191115,1900
20191116,1519
20191117,1787
20191118,295
20191119,159
20191120,1736
20191121,1652
20191122,1589
20191123,1532
20191124,1691
20191125,300
20191126,148
20191127,1805
20191128,1555
20191129,1479
20191130,1517
20191201,1634
20191202,202
20191203,101
20191204,1994
20191205,1979
20191206,1724
20191207,1697
20191208,1844
20191209,179
20191210,147
20191211,260
20191212,2032
20191213,1761
20191214,1873
20191215,1791
20191216,142
20191217,156
20191218,1667
20191219,1655
20191220,1795
20191221,1361
20191222,1436
20191223,148
20191224,74
20191225,2007
20191226,1994
20191227,279
20191228,58
20191229,139
20191230,99
20191231,105
Grand Total,437494
