Row Labels,Count of effective_date_registration
20190101,14
20190102,414
20190103,376
20190104,92
20190105,451
20190106,429
20190107,21
20190108,10
20190109,435
20190110,436
20190111,791
20190112,464
20190113,404
20190114,23
20190115,9
20190116,401
20190117,399
20190118,341
20190119,412
20190120,428
20190121,13
20190122,2
20190123,18
20190125,106
20190126,453
20190127,492
20190128,25
20190129,29
20190130,46
20190131,16
20190201,424
20190202,405
20190203,486
20190204,22
20190205,9
20190206,387
20190207,411
20190208,402
20190209,384
20190210,451
20190211,29
20190212,53
20190213,397
20190214,399
20190215,806
20190216,429
20190217,497
20190218,19
20190219,23
20190220,28
20190221,535
20190222,428
20190223,494
20190224,443
20190225,26
20190226,14
20190227,454
20190228,439
20190301,435
20190302,437
20190303,466
20190304,41
20190305,55
20190306,469
20190307,459
20190308,439
20190309,381
20190310,465
20190311,24
20190312,18
20190313,481
20190314,445
20190315,768
20190316,395
20190317,454
20190318,22
20190319,11
20190320,40
20190321,459
20190322,426
20190323,463
20190324,445
20190325,25
20190326,2
20190327,461
20190328,376
20190329,385
20190330,433
20190331,449
20190401,24
20190402,6
20190403,427
20190404,464
20190405,441
20190406,405
20190407,431
20190408,23
20190409,12
20190410,459
20190411,457
20190412,729
20190413,432
20190414,454
20190415,43
20190416,8
20190417,507
20190418,441
20190419,428
20190420,510
20190421,487
20190422,44
20190423,11
20190424,497
20190425,457
20190426,419
20190427,440
20190428,448
20190429,37
20190430,12
20190501,526
20190502,479
20190503,886
20190504,850
20190505,441
20190506,32
20190507,11
20190508,407
20190509,360
20190510,409
20190511,400
20190512,467
20190513,33
20190514,13
20190515,417
20190516,389
20190517,729
20190518,414
20190519,195
20190520,27
20190521,5
20190522,473
20190523,532
20190524,396
20190525,440
20190526,496
20190527,59
20190528,10
20190529,438
20190530,469
20190531,402
20190601,370
20190602,434
20190603,230
20190604,15
20190605,409
20190606,384
20190607,376
20190608,491
20190609,308
20190610,26
20190611,7
20190612,389
20190613,387
20190614,776
20190615,419
20190616,429
20190617,33
20190618,14
20190619,368
20190620,397
20190621,366
20190622,409
20190623,489
20190624,23
20190625,9
20190626,14
20190627,379
20190628,339
20190629,388
20190630,362
20190701,50
20190702,7
20190703,396
20190704,362
20190705,331
20190706,379
20190707,393
20190708,72
20190709,13
20190710,394
20190711,390
20190712,367
20190713,474
20190714,450
20190715,40
20190716,14
20190717,438
20190718,429
20190719,741
20190720,494
20190721,444
20190722,46
20190723,12
20190724,479
20190725,424
20190726,439
20190727,391
20190728,486
20190729,43
20190730,17
20190731,432
20190801,469
20190802,489
20190803,46
20190804,540
20190805,27
20190806,20
20190807,463
20190808,501
20190809,926
20190810,421
20190811,477
20190812,39
20190813,9
20190814,505
20190815,526
20190816,457
20190817,515
20190818,563
20190819,67
20190820,15
20190821,531
20190822,505
20190823,873
20190824,504
20190825,550
20190826,39
20190827,98
20190828,472
20190829,446
20190830,510
20190831,496
20190901,586
20190902,62
20190903,18
20190904,538
20190905,519
20190906,471
20190907,463
20190908,575
20190909,64
20190910,36
20190911,588
20190912,454
20190913,489
20190914,505
20190915,540
20190916,48
20190917,17
20190918,570
20190919,517
20190920,961
20190921,664
20190922,579
20190923,47
20190924,19
20190925,564
20190926,548
20190927,503
20190928,492
20190929,663
20190930,40
20191001,25
20191002,27
20191003,636
20191004,1039
20191005,508
20191006,535
20191007,52
20191008,11
20191009,523
20191010,608
20191011,564
20191012,499
20191013,582
20191014,62
20191015,30
20191016,642
20191017,579
20191018,952
20191019,498
20191020,541
20191021,114
20191022,59
20191023,658
20191024,813
20191025,742
20191026,672
20191027,640
20191028,122
20191029,54
20191030,758
20191031,721
20191101,652
20191102,695
20191103,828
20191104,136
20191105,1504
20191106,9
20191107,494
20191108,512
20191109,486
20191110,539
20191111,73
20191112,16
20191113,380
20191114,530
20191115,967
20191116,510
20191117,684
20191118,93
20191119,42
20191120,537
20191121,524
20191122,511
20191123,499
20191124,622
20191125,93
20191126,19
20191127,554
20191128,478
20191129,483
20191130,514
20191201,623
20191202,57
20191203,22
20191204,585
20191205,911
20191206,557
20191207,527
20191208,611
20191209,68
20191210,46
20191211,84
20191212,634
20191213,955
20191214,562
20191215,637
20191216,42
20191217,28
20191218,621
20191219,523
20191220,921
20191221,489
20191222,571
20191223,57
20191224,11
20191225,620
20191226,588
20191227,84
20191228,10
20191229,32
20191230,31
20191231,12
Grand Total,129926
