Row Labels,Count of effective_date_registration
20200101,1006
20200102,764
20200103,709
20200104,726
20200105,800
20200106,89
20200107,131
20200108,671
20200109,594
20200110,1041
20200111,723
20200112,856
20200113,140
20200114,58
20200115,859
20200116,704
20200117,678
20200118,1006
20200119,840
20200120,86
20200121,29
20200122,192
20200123,58
20200124,18
20200125,165
20200126,865
20200127,56
20200128,263
20200129,551
20200130,167
20200131,57
20200201,1032
20200202,1124
20200203,163
20200204,49
20200205,903
20200206,1000
20200207,897
20200208,1026
20200209,1094
20200210,187
20200211,77
20200212,1023
20200213,1063
20200214,1340
20200215,1044
20200216,1158
20200217,215
20200218,106
20200219,214
20200220,1435
20200221,1101
20200222,1170
20200223,1210
20200224,259
20200225,152
20200226,1311
20200227,1333
20200228,1359
20200229,1520
20200301,2043
20200302,600
20200303,5919
20200304,15
20200305,1103
20200306,840
20200307,860
20200308,1045
20200309,178
20200310,61
20200311,1182
20200312,915
20200313,1367
20200314,829
20200315,992
20200316,185
20200317,53
20200318,150
20200319,1244
20200320,1186
20200321,1047
20200322,1181
20200323,299
20200324,150
20200325,1164
20200326,1128
20200327,1126
20200328,1209
20200329,1366
20200330,271
20200331,103
20200401,1324
20200402,3676
20200403,1246
20200404,1160
20200405,1261
20200406,175
20200407,61
20200408,1246
20200409,973
20200410,926
20200411,967
20200412,933
20200413,60
20200414,31
20200415,597
20200416,755
20200417,536
20200418,259
20200419,186
20200420,62
20200421,25
20200422,332
20200423,244
20200424,199
20200425,125
20200426,149
20200427,61
20200428,29
20200429,193
20200430,112
20200501,163
20200502,182
20200503,110
20200504,49
20200505,32
20200506,157
20200507,152
20200508,140
20200509,160
20200510,103
20200511,78
20200512,23
20200513,220
20200514,255
20200515,183
20200516,215
20200517,206
20200518,84
20200519,31
20200520,288
20200521,182
20200522,198
20200523,177
20200524,133
20200525,400
20200526,47
20200527,204
20200528,168
20200529,191
20200530,141
20200531,156
20200601,76
20200602,35
20200603,231
20200604,218
20200605,186
20200606,182
20200607,182
20200608,72
20200609,23
20200610,306
20200611,191
20200612,200
20200613,173
20200614,315
20200615,88
20200616,46
20200617,356
20200618,324
20200619,308
20200620,235
20200621,239
20200622,185
20200623,29
20200624,63
20200625,404
20200626,336
20200627,373
20200628,360
20200629,211
20200630,78
20200701,762
20200702,741
20200703,986
20200704,964
20200705,1202
20200706,619
20200707,252
20200708,1636
20200709,1550
20200710,1590
20200711,1677
20200712,2062
20200713,800
20200714,6430
20200715,25
20200716,1108
20200717,731
20200718,674
20200719,738
20200720,232
20200721,72
20200722,707
20200723,695
20200724,796
20200725,714
20200726,638
20200727,221
20200728,83
20200729,822
20200730,739
20200731,524
20200801,668
20200802,648
20200803,118
20200804,100
20200805,1067
20200806,1039
20200807,1012
20200808,930
20200809,1068
20200810,615
20200811,124
20200812,1171
20200813,1409
20200814,991
20200815,895
20200816,870
20200817,211
20200818,78
20200819,1217
20200820,955
20200821,848
20200822,979
20200823,774
20200824,613
20200825,107
20200826,1104
20200827,938
20200828,833
20200829,950
20200830,1021
20200831,346
20200901,121
20200902,1431
20200903,1017
20200904,1063
20200905,1034
20200906,962
20200907,805
20200908,127
20200909,1281
20200910,1128
20200911,1138
20200912,1267
20200913,1140
20200914,537
20200915,234
20200916,1656
20200917,1635
20200918,1643
20200919,1864
20200920,1830
20200921,1231
20200922,325
20200923,2656
20200924,1786
20200925,1732
20200926,1629
20200927,1740
20200928,648
20200929,965
20200930,2169
20201001,1973
20201002,1996
20201003,1969
20201004,1856
20201005,872
20201006,287
20201007,388
20201008,2906
20201009,2421
20201010,2270
20201011,2091
20201012,887
20201013,388
20201014,3207
20201015,2824
20201016,2610
20201017,2626
20201018,2622
20201019,1792
20201020,794
20201021,4510
20201022,5492
20201023,5579
20201024,5301
20201025,5522
20201026,2986
20201027,1033
20201028,6483
20201029,6146
20201030,6876
20201031,8096
20201101,9440
20201102,4785
20201103,34607
20201104,19
20201105,2402
20201106,1182
20201107,1054
20201108,886
20201109,722
20201110,121
20201111,523
20201112,1229
20201113,1222
20201114,1392
20201115,1266
20201116,1045
20201117,253
20201118,1260
20201119,1374
20201120,1310
20201121,1328
20201122,1551
20201123,1183
20201124,364
20201125,1418
20201126,1506
20201127,1702
20201128,1803
20201129,3016
20201130,562
20201201,135
20201202,747
20201203,12331
20201204,803
20201205,728
20201206,640
20201207,515
20201208,825
20201209,495
20201210,717
20201211,217
20201212,710
20201213,737
20201214,500
20201215,350
20201216,608
20201217,722
20201218,683
20201219,922
20201220,410
20201221,481
20201222,80
20201223,617
20201224,635
20201225,403
20201226,57
20201227,78
20201228,205
20201229,125
20201230,663
20201231,759
Grand Total,392543
