Row Labels,Count of effective_date_registration
20210101,1302
20210102,1259
20210103,1012
20210104,892
20210105,258
20210106,1077
20210107,1288
20210108,1239
20210109,1260
20210110,1068
20210111,906
20210112,282
20210113,1215
20210114,1364
20210115,875
20210116,1562
20210117,1323
20210118,913
20210119,236
20210120,1172
20210121,1292
20210122,459
20210123,323
20210124,214
20210125,175
20210126,294
20210127,1215
20210128,1417
20210129,1426
20210130,725
20210131,408
20210201,370
20210202,512
20210203,1296
20210204,1692
20210205,1620
20210206,1507
20210207,1407
20210208,498
20210209,348
20210210,1220
20210211,1581
20210212,1527
20210213,1441
20210214,1359
20210215,493
20210216,337
20210217,384
20210218,1518
20210219,1475
20210220,1404
20210221,1339
20210222,467
20210223,341
20210224,1274
20210225,1463
20210226,1406
20210227,1376
20210228,1419
20210301,475
20210302,735
20210303,1545
20210304,1475
20210305,1452
20210306,1436
20210307,1348
20210308,340
20210309,340
20210310,1544
20210311,1489
20210312,1448
20210313,1157
20210314,1158
20210315,287
20210316,211
20210317,235
20210318,251
20210319,318
20210320,427
20210321,530
20210322,382
20210323,376
20210324,1548
20210325,1574
20210326,1507
20210327,1748
20210328,1151
20210329,320
20210330,450
20210331,1610
20210401,1546
20210402,1668
20210403,1614
20210404,1398
20210405,362
20210406,457
20210407,1819
20210408,1696
20210409,1746
20210410,1745
20210411,1575
20210412,445
20210413,450
20210414,1968
20210415,1818
20210416,1947
20210417,1748
20210418,1721
20210419,445
20210420,496
20210421,1890
20210422,1741
20210423,1805
20210424,1725
20210425,1669
20210426,402
20210427,451
20210428,2107
20210429,1885
20210430,1996
20210501,2304
20210502,1433
20210503,324
20210504,373
20210505,1820
20210506,1714
20210507,1707
20210508,1965
20210509,1571
20210510,382
20210511,403
20210512,1751
20210513,1764
20210514,1725
20210515,1666
20210516,1479
20210517,365
20210518,386
20210519,1864
20210520,1733
20210521,1652
20210522,1602
20210523,1639
20210524,353
20210525,389
20210526,1849
20210527,1784
20210528,1707
20210529,1625
20210530,1576
20210531,809
20210601,415
20210602,1675
20210603,1753
20210604,1717
20210605,1835
20210606,1499
20210607,324
20210608,384
20210609,1813
20210610,1866
20210611,1837
20210612,1815
20210613,1692
20210614,385
20210615,857
20210616,1756
20210617,1855
20210618,1739
20210619,1810
20210620,1670
20210621,396
20210622,24
20210623,2197
20210624,1850
20210625,1849
20210626,1763
20210627,1739
20210628,423
20210629,347
20210630,575
20210701,2327
20210702,2160
20210703,2140
20210704,1956
20210705,545
20210706,448
20210707,2244
20210708,2105
20210709,2077
20210710,2190
20210711,1840
20210712,427
20210713,409
20210714,2077
20210715,1995
20210716,2089
20210717,2053
20210718,1852
20210719,441
20210720,475
20210721,2200
20210722,1966
20210723,1725
20210724,2015
20210725,1905
20210726,380
20210727,599
20210728,1900
20210729,1961
20210730,2075
20210731,1947
20210801,1569
20210802,437
20210803,343
20210804,1678
20210805,2077
20210806,2112
20210807,1981
20210808,1865
20210809,382
20210810,473
20210811,2207
20210812,2103
20210813,2044
20210814,2048
20210815,1969
20210816,447
20210817,495
20210818,2339
20210819,2205
20210820,2029
20210821,1962
20210822,1973
20210823,444
20210824,478
20210825,2245
20210826,2172
20210827,2115
20210828,2056
20210829,1970
20210830,507
20210831,510
20210901,2236
20210902,2135
20210903,2113
20210904,2035
20210905,1997
20210906,522
20210907,534
20210908,2382
20210909,2185
20210910,2080
20210911,2098
20210912,1974
20210913,466
20210914,543
20210915,2208
20210916,2093
20210917,2149
20210918,2022
20210919,2056
20210920,601
20210921,640
20210922,2064
20210923,1981
20210924,1880
20210925,1731
20210926,1735
20210927,468
20210928,497
20210929,1953
20210930,1936
20211001,1828
20211002,1755
20211003,1900
20211004,464
20211005,422
20211006,616
20211007,2039
20211008,1958
20211009,1917
20211010,1999
20211011,486
20211012,579
20211013,1983
20211014,1674
20211015,1991
20211016,1943
20211017,1962
20211018,178
20211019,611
20211020,2102
20211021,1965
20211022,2006
20211023,1967
20211024,1866
20211025,546
20211026,535
20211027,2356
20211028,3530
20211029,2661
20211030,2594
20211031,2777
20211101,896
20211102,4971
20211103,68
20211104,1880
20211105,1779
20211106,1647
20211107,1663
20211108,390
20211109,360
20211110,1812
20211111,1750
20211112,1805
20211113,1720
20211114,1723
20211115,406
20211116,476
20211117,1800
20211118,1760
20211119,1618
20211120,1730
20211121,1747
20211122,418
20211123,428
20211124,1816
20211125,1785
20211126,1717
20211127,1754
20211128,1814
20211129,373
20211130,438
20211201,1716
20211202,2209
20211203,1709
20211204,1601
20211205,1640
20211206,388
20211207,904
20211208,1766
20211209,1785
20211210,1826
20211211,899
20211212,1447
20211213,412
20211214,539
20211215,1842
20211216,1760
20211217,1662
20211218,1656
20211219,1625
20211220,407
20211221,399
20211222,1979
20211223,1839
20211224,1056
20211225,230
20211226,448
20211227,443
20211228,519
20211229,1938
20211230,1758
20211231,1619
Grand Total,493148
