Row Labels,Count of effective_date_registration
20220101,622
20220102,612
20220103,139
20220104,115
20220105,693
20220106,599
20220107,656
20220108,561
20220109,512
20220110,138
20220111,124
20220112,658
20220113,684
20220114,571
20220115,598
20220116,582
20220117,121
20220118,99
20220119,632
20220120,574
20220121,514
20220122,307
20220123,80
20220124,58
20220125,199
20220126,553
20220127,689
20220128,679
20220129,661
20220130,288
20220131,126
20220201,146
20220202,788
20220203,698
20220204,652
20220205,707
20220206,676
20220207,161
20220208,145
20220209,867
20220210,731
20220211,707
20220212,715
20220213,667
20220214,225
20220215,154
20220216,313
20220217,912
20220218,802
20220219,799
20220220,722
20220221,204
20220222,182
20220223,1001
20220224,946
20220225,869
20220226,873
20220227,936
20220228,302
20220301,2623
20220302,38
20220303,721
20220304,530
20220305,308
20220306,278
20220307,164
20220308,123
20220309,774
20220310,728
20220311,749
20220312,648
20220313,608
20220314,152
20220315,130
20220316,785
20220317,760
20220318,755
20220319,730
20220320,613
20220321,226
20220322,169
20220323,245
20220324,864
20220325,681
20220326,597
20220327,787
20220328,170
20220329,145
20220330,860
20220331,1500
20220401,801
20220402,759
20220403,633
20220404,174
20220405,107
20220406,831
20220407,676
20220408,692
20220409,675
20220410,667
20220411,149
20220412,126
20220413,798
20220414,731
20220415,643
20220416,693
20220417,631
20220418,179
20220419,132
20220420,815
20220421,624
20220422,704
20220423,654
20220424,673
20220425,125
20220426,140
20220427,788
20220428,654
20220429,661
20220430,718
20220501,712
20220502,182
20220503,148
20220504,822
20220505,682
20220506,708
20220507,1899
20220508,530
20220509,142
20220510,130
20220511,672
20220512,560
20220513,594
20220514,536
20220515,324
20220516,103
20220517,126
20220518,733
20220519,608
20220520,628
20220521,608
20220522,601
20220523,143
20220524,1080
20220525,22
20220526,652
20220527,637
20220528,531
20220529,600
20220530,164
20220531,128
20220601,670
20220602,704
20220603,574
20220604,598
20220605,592
20220606,309
20220607,121
20220608,744
20220609,679
20220610,628
20220611,623
20220612,557
20220613,137
20220614,109
20220615,697
20220616,699
20220617,692
20220618,1231
20220619,643
20220620,121
20220621,129
20220622,649
20220623,892
20220624,632
20220625,797
20220626,502
20220627,120
20220628,96
20220629,123
20220630,675
20220701,615
20220702,606
20220703,612
20220704,126
20220705,132
20220706,710
20220707,629
20220708,560
20220709,633
20220710,589
20220711,169
20220712,142
20220713,666
20220714,629
20220715,800
20220716,566
20220717,596
20220718,115
20220719,128
20220720,568
20220721,700
20220722,685
20220723,695
20220724,660
20220725,139
20220726,145
20220727,738
20220728,716
20220729,712
20220730,697
20220731,633
20220801,158
20220802,131
20220803,136
20220804,747
20220805,731
20220806,685
20220807,614
20220808,157
20220809,169
20220810,774
20220811,661
20220812,906
20220813,752
20220814,685
20220815,35
20220816,119
20220817,738
20220818,697
20220819,688
20220820,625
20220821,635
20220822,152
20220823,173
20220824,788
20220825,917
20220826,749
20220827,671
20220828,613
20220829,167
20220830,160
20220831,787
20220901,917
20220902,710
20220903,671
20220904,732
20220905,167
20220906,166
20220907,772
20220908,732
20220909,726
20220910,742
20220911,700
20220912,170
20220913,175
20220914,773
20220915,830
20220916,653
20220917,716
20220918,715
20220919,149
20220920,142
20220921,727
20220922,725
20220923,793
20220924,697
20220925,587
20220926,142
20220927,133
20220928,749
20220929,774
20220930,594
20221001,594
20221002,678
20221003,124
20221004,77
20221005,128
20221006,642
20221007,352
20221008,5
Grand Total,149216
