Row Labels,Count of effective_date_registration
20180101,324
20180102,19
20180103,448
20180104,414
20180105,365
20180106,363
20180107,405
20180108,32
20180109,26
20180110,455
20180111,434
20180112,565
20180113,476
20180114,412
20180115,34
20180116,31
20180117,464
20180118,399
20180119,411
20180120,340
20180121,223
20180122,32
20180123,6
20180124,4
20180125,57
20180126,559
20180127,513
20180128,333
20180129,43
20180130,17
20180131,40
20180201,542
20180202,476
20180203,471
20180204,557
20180205,70
20180206,31
20180207,608
20180208,562
20180209,561
20180210,507
20180211,552
20180212,73
20180213,30
20180214,72
20180215,295
20180216,462
20180217,573
20180218,592
20180219,100
20180220,36
20180221,658
20180222,562
20180223,573
20180224,590
20180225,599
20180226,107
20180227,59
20180228,713
20180301,784
20180302,828
20180303,894
20180304,1211
20180305,248
20180306,2619
20180307,20
20180308,526
20180309,469
20180310,463
20180311,480
20180312,82
20180313,23
20180314,495
20180315,411
20180316,633
20180317,396
20180318,418
20180319,50
20180320,25
20180321,71
20180322,564
20180323,448
20180324,509
20180325,493
20180326,106
20180327,30
20180328,551
20180329,466
20180330,465
20180331,580
20180401,665
20180402,72
20180403,28
20180404,559
20180405,1319
20180406,520
20180407,466
20180408,519
20180409,55
20180410,26
20180411,539
20180412,499
20180413,629
20180414,462
20180415,440
20180416,62
20180417,18
20180418,526
20180419,457
20180420,424
20180421,416
20180422,435
20180423,45
20180424,8
20180425,521
20180426,441
20180427,374
20180428,446
20180429,192
20180430,43
20180501,14
20180502,549
20180503,461
20180504,468
20180505,667
20180506,399
20180507,39
20180508,14
20180509,439
20180510,428
20180511,418
20180512,419
20180513,433
20180514,36
20180515,12
20180516,435
20180517,406
20180518,589
20180519,392
20180520,442
20180521,62
20180522,657
20180523,4
20180524,421
20180525,394
20180526,315
20180527,430
20180528,50
20180529,25
20180530,454
20180531,416
20180601,384
20180602,381
20180603,383
20180604,208
20180605,16
20180606,464
20180607,409
20180608,381
20180609,420
20180610,422
20180611,34
20180612,9
20180613,490
20180614,419
20180615,719
20180616,453
20180617,448
20180618,41
20180619,17
20180620,433
20180621,452
20180622,399
20180623,424
20180624,451
20180625,53
20180626,12
20180627,19
20180628,475
20180629,354
20180630,397
20180701,412
20180702,50
20180703,16
20180704,449
20180705,416
20180706,401
20180707,389
20180708,411
20180709,42
20180710,29
20180711,484
20180712,430
20180713,379
20180714,371
20180715,379
20180716,59
20180717,14
20180718,403
20180719,402
20180720,767
20180721,397
20180722,407
20180723,37
20180724,69
20180725,399
20180726,455
20180727,443
20180728,385
20180729,473
20180730,70
20180731,74
20180801,419
20180802,487
20180803,26
20180804,509
20180805,519
20180806,65
20180807,17
20180808,544
20180809,471
20180810,466
20180811,413
20180812,479
20180813,61
20180814,67
20180815,479
20180816,472
20180817,521
20180818,466
20180819,443
20180820,54
20180821,29
20180822,506
20180823,473
20180824,871
20180825,522
20180826,470
20180827,60
20180828,27
20180829,512
20180830,521
20180831,552
20180901,486
20180902,452
20180903,94
20180904,78
20180905,549
20180906,557
20180907,558
20180908,577
20180909,480
20180910,104
20180911,42
20180912,621
20180913,559
20180914,527
20180915,577
20180916,542
20180917,130
20180918,96
20180919,558
20180920,592
20180921,1006
20180922,575
20180923,607
20180924,138
20180925,55
20180926,660
20180927,633
20180928,1088
20180929,641
20180930,660
20181001,154
20181002,67
20181003,62
20181004,846
20181005,593
20181006,864
20181007,860
20181008,275
20181009,128
20181010,1042
20181011,898
20181012,756
20181013,1019
20181014,941
20181015,321
20181016,178
20181017,1237
20181018,1039
20181019,1257
20181020,1133
20181021,1184
20181022,421
20181023,240
20181024,1907
20181025,2134
20181026,1811
20181027,1600
20181028,1904
20181029,554
20181030,355
20181031,2590
20181101,2173
20181102,2374
20181103,2473
20181104,2942
20181105,993
20181106,16283
20181107,6
20181108,75
20181109,902
20181110,459
20181111,587
20181112,87
20181113,26
20181114,492
20181115,380
20181116,716
20181117,392
20181118,379
20181119,51
20181120,16
20181121,718
20181122,740
20181123,843
20181124,772
20181125,848
20181126,420
20181127,147
20181128,926
20181129,851
20181130,777
20181201,914
20181202,1463
20181203,70
20181204,32
20181205,620
20181206,6115
20181207,713
20181208,592
20181209,483
20181210,62
20181211,241
20181212,166
20181213,435
20181214,794
20181215,492
20181216,503
20181217,24
20181218,14
20181219,461
20181220,447
20181221,264
20181222,5
20181223,39
20181224,23
20181225,17
20181226,648
20181227,467
20181228,507
20181229,476
20181230,413
20181231,33
Grand Total,185720
