Row Labels,Count of effective_date_registration
20180101,315
20180102,15
20180103,562
20180104,499
20180105,436
20180106,453
20180107,505
20180108,28
20180109,14
20180110,549
20180111,526
20180112,637
20180113,569
20180114,596
20180115,36
20180116,20
20180117,554
20180118,509
20180119,483
20180120,489
20180121,357
20180122,30
20180123,6
20180124,8
20180125,39
20180126,641
20180127,606
20180128,433
20180129,33
20180130,5
20180131,40
20180201,619
20180202,610
20180203,604
20180204,678
20180205,77
20180206,27
20180207,633
20180208,710
20180209,619
20180210,603
20180211,763
20180212,92
20180213,31
20180214,64
20180215,314
20180216,514
20180217,633
20180218,753
20180219,151
20180220,75
20180221,697
20180222,677
20180223,672
20180224,687
20180225,767
20180226,108
20180227,76
20180228,814
20180301,1061
20180302,1041
20180303,1124
20180304,1377
20180305,267
20180306,2878
20180307,24
20180308,669
20180309,545
20180310,552
20180311,691
20180312,63
20180313,13
20180314,595
20180315,579
20180316,824
20180317,516
20180318,606
20180319,60
20180320,18
20180321,60
20180322,664
20180323,608
20180324,684
20180325,723
20180326,134
20180327,42
20180328,720
20180329,666
20180330,693
20180331,718
20180401,859
20180402,66
20180403,22
20180404,775
20180405,1495
20180406,715
20180407,649
20180408,699
20180409,74
20180410,21
20180411,706
20180412,556
20180413,804
20180414,590
20180415,613
20180416,44
20180417,31
20180418,706
20180419,621
20180420,538
20180421,629
20180422,690
20180423,69
20180424,16
20180425,684
20180426,562
20180427,540
20180428,583
20180429,310
20180430,32
20180501,13
20180502,671
20180503,644
20180504,618
20180505,859
20180506,588
20180507,48
20180508,21
20180509,543
20180510,604
20180511,551
20180512,532
20180513,595
20180514,58
20180515,20
20180516,567
20180517,573
20180518,725
20180519,559
20180520,640
20180521,71
20180522,810
20180523,4
20180524,541
20180525,513
20180526,464
20180527,596
20180528,58
20180529,33
20180530,601
20180531,521
20180601,468
20180602,517
20180603,491
20180604,221
20180605,23
20180606,506
20180607,500
20180608,488
20180609,486
20180610,598
20180611,47
20180612,13
20180613,550
20180614,505
20180615,916
20180616,589
20180617,614
20180618,44
20180619,17
20180620,505
20180621,613
20180622,492
20180623,562
20180624,596
20180625,63
20180626,8
20180627,20
20180628,623
20180629,504
20180630,478
20180701,617
20180702,57
20180703,16
20180704,525
20180705,518
20180706,515
20180707,471
20180708,585
20180709,62
20180710,24
20180711,548
20180712,555
20180713,504
20180714,532
20180715,514
20180716,82
20180717,15
20180718,555
20180719,543
20180720,1020
20180721,541
20180722,584
20180723,34
20180724,75
20180725,529
20180726,573
20180727,601
20180728,562
20180729,649
20180730,117
20180731,95
20180801,543
20180802,655
20180803,57
20180804,627
20180805,763
20180806,64
20180807,20
20180808,660
20180809,590
20180810,596
20180811,573
20180812,668
20180813,80
20180814,94
20180815,622
20180816,616
20180817,612
20180818,587
20180819,697
20180820,81
20180821,30
20180822,620
20180823,605
20180824,1177
20180825,653
20180826,663
20180827,69
20180828,24
20180829,684
20180830,626
20180831,676
20180901,618
20180902,767
20180903,145
20180904,112
20180905,710
20180906,703
20180907,701
20180908,671
20180909,729
20180910,195
20180911,57
20180912,748
20180913,684
20180914,742
20180915,751
20180916,783
20180917,141
20180918,125
20180919,732
20180920,782
20180921,1347
20180922,744
20180923,837
20180924,207
20180925,88
20180926,860
20180927,789
20180928,1345
20180929,858
20180930,979
20181001,218
20181002,99
20181003,70
20181004,959
20181005,753
20181006,1007
20181007,1057
20181008,376
20181009,187
20181010,1182
20181011,1165
20181012,988
20181013,1229
20181014,1136
20181015,489
20181016,285
20181017,1386
20181018,1299
20181019,1686
20181020,1463
20181021,1651
20181022,650
20181023,351
20181024,2140
20181025,3033
20181026,2404
20181027,2241
20181028,2434
20181029,863
20181030,519
20181031,3296
20181101,2730
20181102,2820
20181103,2889
20181104,3708
20181105,1535
20181106,24878
20181107,6
20181108,46
20181109,1570
20181110,690
20181111,929
20181112,88
20181113,27
20181114,737
20181115,532
20181116,849
20181117,513
20181118,563
20181119,67
20181120,20
20181121,821
20181122,918
20181123,1040
20181124,955
20181125,1058
20181126,398
20181127,189
20181128,975
20181129,1020
20181130,1009
20181201,1215
20181202,2027
20181203,91
20181204,35
20181205,789
20181206,9466
20181207,936
20181208,808
20181209,770
20181210,62
20181211,367
20181212,276
20181213,463
20181214,909
20181215,628
20181216,680
20181217,30
20181218,28
20181219,672
20181220,653
20181221,392
20181222,8
20181223,23
20181224,27
20181225,10
20181226,720
20181227,655
20181228,612
20181229,549
20181230,593
20181231,34
Grand Total,243997
